"caption","alt","timestamp","url","commentsCount","inputUrl","fullName","likesCount","ownerUsername","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29"
"Ketua Umum Partai Kebangkitan Bangsa (PKB), Muhaimin Iskandar atau Cak Imin, ingin memasangkan Ketua DPW PKB Jateng, Muhammad Yusuf Chudlori, dengan Gibran Rakabuming Raka, di Pilkada Jateng 2024.

Hal itu dia ungkapkan saat diwawancara wartawan seusai bersilaturahmi dengan Gibran di Loji Gandrung Solo, Selasa (20/6/2023). “Saya ingin, ingin sekali bisa bersama dengan Mas Gibran nanti di Jateng,” ungkap dia didampingi Gibran.

Cak Imin mengatakan PKB telah menyiapkan Gus Yusuf sebagai kader terbaik partai untuk maju di Pilkada Jateng 2024. Bahkan struktural partai di Jateng telah bergerak untuk mensosialisasikan sosok Gus Yusuf dengan slogan “Budal Gus”.

“Iya, sekarang kami menyiapkan Gus Yusuf,” aku dia. Cak Imin menyiratkan optimismenya bila duet Gibran dan Gus Yusuf terwujud di Pilkada Jateng. Namun, menurut dia belum ada pembicaraan terkait hal itu. “Moga-moga, ini baru doa,” aku dia.

Sedangkan ihwal pertemuannya dengan Gibran di Loji Gandrung Solo, menurut dia, sekadar bersilaturahmi di sela kunjungannya ke daerah. Cak Imin mengatakan tidak ada pembicaraan politik apa pun, selain menitipkan PKB ke Gibran.

“Hari ini saya silaturahmi dengan Mas Gibran untuk silaturahmi saja, tidak membahas apa pun kecuali ya menitipkan teman-teman PKB di sini lah,” kata dia. Disinggung persiapan Pilpres 2024, Cak Imin mengaku tidak boleh bicara hal itu.

“Oh ya saya sudah tidak boleh ngomong Pilpres sekarang. Ya pokoknya ngomong yang lain saja. PKB saya berharap bisa berkembang di Solo supaya pada Pemilu 2024 jangan diambil PDIP semua, bagi-bagi. Solo kita target terisi dapil,” urai dia.

Cak Imin berharap PKB bisa pecah telur dengan mendapatkan lima kursi DPRD Solo pada Pemilu 2024. Artinya di setiap daerah pemilihan (Dapil) PKB berhasil menelurkan kursi. “Lima, Insyaallah lima [kursi DPRD Solo],” sambung dia.

Cak Imin mengaku mendapat nasihat dari para kiai Dewan Syura PKB agar tidak lagi berbicara tentang Pilpres 2024. “Enggak boleh, saya terlalu banyak omong. Kiai-kiai Dewan Syuro menasihat saya tidak banyak omong Pilpres,” ujar dia.

📸 Istimewa/Pemerintah Kota Solo

#pilkadajateng2024 #cakimin #gibrangusyusuf #kotasolo","Photo by Solopos on June 20, 2023.","2023-06-20T14:37:00.000Z","https://www.instagram.com/p/Cttz1q8xZOz/","7","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","264","koransolopos","pilkadajateng2024","cakimin","gibrangusyusuf","kotasolo",,,,,,,,,,,,,,,,,,,,,,,,,,
"#Repost @nunung_fatmala
live on the beach, enjoy the waves 🏖️
.

📍: Sekuro Village Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #kudushariini #persijapjepara #jeparahitz #kmupdates #kudushits #infoseputarjepara #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak #explorekarimunjawa #explorejawatengah #karimunjawaisland #karimunjawatrip #karimunjawa #explorejepara","Photo shared by jeparaxplore on May 15, 2024 tagging @nunung_fatmala. May be an image of headscarf and outdoors.","2024-05-15T13:34:18.000Z","https://www.instagram.com/p/C6_a_IyP3-s/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","5","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","kudushariini","persijapjepara","jeparahitz","kmupdates","kudushits","infoseputarjepara","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak","explorekarimunjawa","explorejawatengah","karimunjawaisland","karimunjawatrip","karimunjawa","explorejepara"
"#Repost @anjani.aprilola
sittin pweettyy🥰😍
.

📍: Karimunjawa Island Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo by jeparaxplore in Karimunjawa Island with @anjani.aprilola. May be an image of cloud, ocean and horizon.","2024-05-15T08:09:52.000Z","https://www.instagram.com/p/C6-13AxLxTc/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","4","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"Ketua DPD Partai Gerindra Jateng, Sudaryono diserukan untuk maju di kontestasi Pemilihan Gubernur (Pilgub) Jateng. Selain dinilai memiliki pengalaman politik di tingkat nasional, Sudaryono atau biasa disapa Mas Dar juga dinilai sebagai kader murni Partai Gerindra yang memiliki jaringan internasional.

#prabowo #pilkadajateng2024 #sudaryono #masdar #gibranrakabumingraka #jokowi #jatengmajumapan","Photo by akarrumput08 on May 16, 2024. May be a meme.","2024-05-16T11:40:53.000Z","https://www.instagram.com/p/C7ByzWdSI5g/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","-1","akarrumput08","prabowo","pilkadajateng2024","sudaryono","masdar","gibranrakabumingraka","jokowi","jatengmajumapan",,,,,,,,,,,,,,,,,,,,,,,
"#Repost @hidayatul_k
kondangan 🕊️💐💫🌸
.
.

📍: Ono Joglo Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #kudushariini #persijapjepara #jeparahitz #kmupdates #kudushits #infoseputarjepara #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak #explorekarimunjawa #explorejawatengah #karimunjawaisland #karimunjawatrip #karimunjawa #explorejepara","Photo shared by jeparaxplore on May 15, 2024 tagging @hidayatul_k. May be an image of headscarf, sarong and outdoors.","2024-05-15T13:42:55.000Z","https://www.instagram.com/p/C6_b-OrvE6D/","1","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","9","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","kudushariini","persijapjepara","jeparahitz","kmupdates","kudushits","infoseputarjepara","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak","explorekarimunjawa","explorejawatengah","karimunjawaisland","karimunjawatrip","karimunjawa","explorejepara"
"Penerimaan Logistik persiapan tes wawancara calon anggota PPS di sekretariat PPK Kecamatan Banjarnegara yang diterima dari @kpu_banjarnegara
.
.
.
#kpumelayani #temanpemilih #kpubanjarnegara #ppkbanjarnegara #banjarnegara #pemilupilkada2024 #pemilukada #pilkada2024 #pilkadajateng2024","Photo shared by PPK Kecamatan Banjarnegara on May 20, 2024 tagging @kpu_banjarnegara, @kpujateng, and @kpu_ri. May be an image of 4 people and text that says 'PANITIA PANTTIAPEMILIHAN EMILIHAN KECAHATAH(PPKY KEC.BANJARNEGARA KEC PENERIMAAN LOGISTIK PERSIAPAN TES WAWANCARA CALON ANGGOTA PPS KEC BANJARNEGARA VOTE 0 @ppk_banjarnegara @ppk_ VOTE https:/ https://ab-haiarmnegaraku.g.i a.kpu.go.id/ VOTE'.","2024-05-20T13:49:48.000Z","https://www.instagram.com/p/C7MUvGGJJDC/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","23","ppk_banjarnegara","kpumelayani","temanpemilih","kpubanjarnegara","ppkbanjarnegara","banjarnegara","pemilupilkada2024","pemilukada","pilkada2024","pilkadajateng2024",,,,,,,,,,,,,,,,,,,,,
"#Repost @dhesty_wie
Wanita itu unik, perasaannya terlalu rumit untuk dimengerti
.

📍: Jalan Kartini Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo by jeparaxplore in Jl. Kartini Jepara. May be an image of outdoors.","2024-05-15T07:11:26.000Z","https://www.instagram.com/p/C6-vLBOrosg/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","7","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"#Repost @imachlee
🌹

.
📍: Karimunjawa Island Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 14, 2024 tagging @imachlee. May be an image of one or more people and beach.","2024-05-15T05:56:46.000Z","https://www.instagram.com/p/C6-moJXrCXA/","2","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","9","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"#Repost @gabriellafenyta
Obsessed.
.

📍: Karimunjawa Island Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 13, 2024 tagging @gabriellafenyta. May be an image of towel, sundress, sarong, headscarf, beach and ocean.","2024-05-14T05:15:59.000Z","https://www.instagram.com/p/C679KeKLGfG/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","10","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"#Repost @milastynn
4 months pregnant 🤰🏼ngidam ke karimunjawa🏝️

📍: Pulau Cemara Besar Karimunjawa Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 14, 2024 tagging @milastynn. May be an image of swimming, ocean and beach.","2024-05-14T08:10:58.000Z","https://www.instagram.com/p/C68RMIurjsx/","1","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","12","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"Hasil survei Charta Politika pada Februari 2022 menunjukkan bahwa putra Presiden Joko Widodo sekaligus Walikota Solo Gibran Rakabuming Raka paling banyak dipilih masyarakat Jawa Tengah dalam Pemilihan Kepala Daerah (Pilkada).

Adapun Gibran mendapatkan persentase elektabilitas sebesar 28,5 persen untuk Pemilihan Gubernur Jateng.

Setelah Gibran, ada nama Wakil Gubernur Jawa Tengah saat ini yaitu Taj Yasin Maimoen dengan 11,3 persen. 

Lalu, posisi ketiga ada nama Walikota Semarang Hendrar Prihadi dengan elektabilitas sebesar 6 persen.

Sumber: @kompascom

#Nasional #Pilkada #Pilkada2024 #GibranRakabumingRaka #Survei 
#pilkadajateng2024
#sukoharjonews","Photo by sukoharjonews on April 14, 2022.","2022-04-15T06:20:23.000Z","https://www.instagram.com/p/CcXIZNYvzln/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","37","sukoharjo.news","Nasional","Pilkada","Pilkada2024","GibranRakabumingRaka","Survei","pilkadajateng2024","sukoharjonews",,,,,,,,,,,,,,,,,,,,,,,
"#Repost @wdylstrr
.
📍: Coconut Lodge Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 13, 2024 tagging @wdylstrr. May be an image of pool and outdoors.","2024-05-13T07:10:50.000Z","https://www.instagram.com/p/C65lg2Iry53/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","15","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"#Repost @wulan_widii
Wanita terbaik adalah yang tidak menjatuhkan orang lain.
Selamat Hari Kartini ✨
.
.
📍: Pantai Kartini Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 12, 2024 tagging @wulan_widii. May be an image of headscarf, scarf, turban and outdoors.","2024-05-13T06:43:31.000Z","https://www.instagram.com/p/C65iY0BLyOx/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","11","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"Bersinergi untuk suksesnya Pilkada 2024 di Kecamatan Manisrenggo

#kpuklaten 
#kpuri 
#pilkadajateng2024","Photo by PPK Kecamatan Manisrenggo 2024 on May 22, 2024. May be an image of ‎6 people and ‎text that says '‎27 OV 2024 Luwih IuwihNyenengke Nyenengke BECIK Luwih PANITIA KECP PANITIA PEMILIHAN TH (PPK) MANISRENGGO EML 27 November 2024 JAWA TENGAH SELAMAT BMATAЛE ملاعي 北國隊 Koordinasi Bersama Muspika Kecamatan Manisrenggo‎'‎‎.","2024-05-22T07:33:34.000Z","https://www.instagram.com/p/C7QzRMryf74/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","27","ppk.manisrenggo","kpuklaten","kpuri","pilkadajateng2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Repost @crnabulee_
Hiduplah seperti kereta api ,
Tidak mengganggu jalur orang lain
Tapi ketika diganggu 
TABRAKKKK 😝🤣😆
.
.
.
📍: Karimunjawa Island Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo by jeparaxplore in Karimunjawa Island with @crnabulee_. May be an image of poster and outdoors.","2024-05-14T04:55:18.000Z","https://www.instagram.com/p/C676zAcLLiQ/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","9","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
"Hai #temanpemilih 
KPU Kota Pekalongan meluncurkan maskot dan jingle dalam rangka Pilwalkot tahun 2024. Peluncuran maskot dan jingle ini dikemas dengan kegiatan jalan sehat bersama masyarakat Kota Pekalongan. Kegiatan tersebut mengambil titik start dan finish di Pendopo Lapangan Mataram setempat, Minggu (26/5/2024).
 https://radarpekalongan.bacakoran.co/read/4889/kpu-luncurkan-si-kalong-maskot-pilwalkot-pekalongan-2024

#ppsgamer2024
#kpuktpekalongan 
#pilkadajateng2024","Photo by Pps on May 27, 2024. May be an image of 2 people, costume and text.","2024-05-28T03:25:30.000Z","https://www.instagram.com/p/C7fzpoMP1sj/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","6","ppsgamer_2024","temanpemilih","ppsgamer2024","kpuktpekalongan","pilkadajateng2024",,,,,,,,,,,,,,,,,,,,,,,,,,
"#Repost @laa.maulaa_
❤️‍🩹
.
📍: Seaside Villa & Muse Beach Resto Kab. Jepara
.

#jeparaxplore #jeparahits #jeparahariini #patihits #jepara #lb #lovekudus #kudushariini #persijapjepara #persija #jeparahitz #explorekudus #demakhariini #kmupdates #patihitskekinian #kudushits #infoseputarjepara #infoseputarkudus #jeparakekinian #lovejepara #psis #jeparasquad #jeparamempesona #jeparakeren #persijap #lfl #jeparasi #pilkadajateng2024 #bocahebapak","Photo shared by jeparaxplore on May 12, 2024 tagging @laa.maulaa_. May be an image of twilight and outdoors.","2024-05-13T06:37:20.000Z","https://www.instagram.com/p/C65hrgGLsO_/","0","https://www.instagram.com/explore/tags/pilkadajateng2024","owner didnt open","9","jeparaxplore","Repost","jeparaxplore","jeparahits","jeparahariini","patihits","jepara","lb","lovekudus","kudushariini","persijapjepara","persija","jeparahitz","explorekudus","demakhariini","kmupdates","patihitskekinian","kudushits","infoseputarjepara","infoseputarkudus","jeparakekinian","lovejepara","psis","jeparasquad","jeparamempesona","jeparakeren","persijap","lfl","jeparasi","pilkadajateng2024","bocahebapak"
